1.420503712414528184e-04,1.799999999999999933e-01,9.822695035460993207e-02,0.000000000000000000e+00,7.348726114649681840e-01,8.213272830402722491e-01,6.618075801749271347e-01,3.937508015177917930e-01,8.000000000000000167e-02,5.378619153674832898e-01,8.063583815028900759e-01,1.690176322418136534e-01,2.400000000000000000e+01
3.779393975356058213e-04,0.000000000000000000e+00,2.670212765957447054e-01,0.000000000000000000e+00,6.799363057324840920e-01,8.088485536018150679e-01,7.949465500485909386e-01,4.599165667126832169e-01,1.199999999999999956e-01,4.777282850779510093e-01,8.786127167630056745e-01,2.738035264483627551e-01,2.160000000000000142e+01
3.777146342899706131e-04,0.000000000000000000e+00,2.670212765957447054e-01,0.000000000000000000e+00,6.799363057324840920e-01,8.707560165302649091e-01,6.219630709426627879e-01,4.599165667126832169e-01,1.199999999999999956e-01,4.777282850779510093e-01,8.786127167630056745e-01,1.450881612090680339e-01,3.470000000000000284e+01
4.348044986813140228e-04,0.000000000000000000e+00,9.361702127659575490e-02,0.000000000000000000e+00,6.711783439490445202e-01,8.556032736407099826e-01,4.732750242954323894e-01,5.425275910712803462e-01,1.600000000000000033e-01,4.554565701559020185e-01,9.046242774566473077e-01,1.176322418136020315e-01,3.339999999999999858e+01
8.470202911762894377e-04,0.000000000000000000e+00,9.361702127659575490e-02,0.000000000000000000e+00,6.711783439490445202e-01,8.676768495259704617e-01,5.549076773566569143e-01,5.425275910712803462e-01,1.600000000000000033e-01,4.554565701559020185e-01,9.046242774566473077e-01,1.778337531486146317e-01,3.620000000000000284e+01
4.064843297312775261e-04,0.000000000000000000e+00,9.361702127659575490e-02,0.000000000000000000e+00,6.711783439490445202e-01,8.095778299975691095e-01,5.986394557823129237e-01,5.425275910712803462e-01,1.600000000000000033e-01,4.554565701559020185e-01,9.046242774566473077e-01,1.748110831234256923e-01,2.869999999999999929e+01
1.063242533477361512e-03,1.250000000000000000e-01,2.953900709219858256e-01,0.000000000000000000e+00,7.237261146496815067e-01,7.757069929503283001e-01,6.754130223517977871e-01,5.046808639041648892e-01,2.399999999999999911e-01,5.545657015590200745e-01,8.034682080924854253e-01,3.566750629722922339e-01,2.289999999999999858e+01
1.695501543449207593e-03,1.250000000000000000e-01,2.953900709219858256e-01,0.000000000000000000e+00,7.237261146496815067e-01,7.886719066526214350e-01,9.620991253644314289e-01,5.341012816740972058e-01,2.399999999999999911e-01,5.545657015590200745e-01,8.034682080924854253e-01,5.259445843828716161e-01,2.710000000000000142e+01
2.444974586019815939e-03,1.250000000000000000e-01,2.953900709219858256e-01,0.000000000000000000e+00,7.237261146496815067e-01,7.448342921967425756e-01,1.000000000000000000e+00,5.440287867472333172e-01,2.399999999999999911e-01,5.545657015590200745e-01,8.034682080924854253e-01,7.974811083123426458e-01,1.650000000000000000e+01
1.981962300011282617e-03,1.250000000000000000e-01,2.953900709219858256e-01,0.000000000000000000e+00,7.237261146496815067e-01,7.750587472652135101e-01,8.629737609329446446e-01,5.825016407540679619e-01,2.399999999999999911e-01,5.545657015590200745e-01,8.034682080924854253e-01,4.743073047858942792e-01,1.889999999999999858e+01
2.598375501165846660e-03,1.250000000000000000e-01,2.953900709219858256e-01,0.000000000000000000e+00,7.237261146496815067e-01,8.052832023336844447e-01,9.446064139941691140e-01,5.639894086496027859e-01,2.399999999999999911e-01,5.545657015590200745e-01,8.034682080924854253e-01,5.586901763224182416e-01,1.500000000000000000e+01
1.391172108859133278e-03,1.250000000000000000e-01,2.953900709219858256e-01,0.000000000000000000e+00,7.237261146496815067e-01,7.754639008184102122e-01,8.338192419825073420e-01,5.549369724127005687e-01,2.399999999999999911e-01,5.545657015590200745e-01,8.034682080924854253e-01,3.778337531486146705e-01,1.889999999999999858e+01
1.124940044404226878e-03,1.250000000000000000e-01,2.953900709219858256e-01,0.000000000000000000e+00,7.237261146496815067e-01,7.657402155416902501e-01,4.071914480077745147e-01,4.964129721411274510e-01,2.399999999999999911e-01,5.545657015590200745e-01,8.034682080924854253e-01,4.392947103274559839e-01,2.169999999999999929e+01
7.148370264182222350e-03,0.000000000000000000e+00,3.049645390070922502e-01,0.000000000000000000e+00,7.348726114649681840e-01,7.706020581800502312e-01,6.287657920310981696e-01,4.403331296535179518e-01,2.000000000000000111e-01,5.501113585746102430e-01,9.710982658959537162e-01,2.516372795969773479e-01,2.039999999999999858e+01
7.240523194892658880e-03,0.000000000000000000e+00,3.049645390070922502e-01,0.000000000000000000e+00,7.348726114649681840e-01,7.825135726440320960e-01,8.493683187560738812e-01,4.218058101553247008e-01,2.000000000000000111e-01,5.501113585746102430e-01,9.710982658959537162e-01,3.020151133501259855e-01,1.819999999999999929e+01
7.121735819574450538e-03,0.000000000000000000e+00,3.049645390070922502e-01,0.000000000000000000e+00,7.348726114649681840e-01,7.612835264565270821e-01,5.772594752186588352e-01,4.245743469044439555e-01,2.000000000000000111e-01,5.501113585746102430e-01,9.710982658959537162e-01,2.569269521410579848e-01,1.989999999999999858e+01
1.191526155923657883e-02,0.000000000000000000e+00,3.049645390070922502e-01,0.000000000000000000e+00,7.348726114649681840e-01,7.694676282310994875e-01,3.129251700680272252e-01,4.245743469044439555e-01,2.000000000000000111e-01,5.501113585746102430e-01,9.710982658959537162e-01,2.093198992443325301e-01,2.310000000000000142e+01
8.883992046977316412e-03,0.000000000000000000e+00,3.049645390070922502e-01,0.000000000000000000e+00,7.348726114649681840e-01,7.739243173162628775e-01,8.221574344023323544e-01,4.064166685525908984e-01,2.000000000000000111e-01,5.501113585746102430e-01,9.710982658959537162e-01,4.130982367758186391e-01,1.750000000000000000e+01
9.092010430812702548e-03,0.000000000000000000e+00,3.049645390070922502e-01,0.000000000000000000e+00,7.348726114649681840e-01,7.306539178348594454e-01,3.838678328474246504e-01,3.716100512217017093e-01,2.000000000000000111e-01,5.501113585746102430e-01,9.710982658959537162e-01,3.380352644836272513e-01,2.019999999999999929e+01
8.227683369722502138e-03,0.000000000000000000e+00,3.049645390070922502e-01,0.000000000000000000e+00,7.348726114649681840e-01,7.526132404181185009e-01,7.035957240038872573e-01,3.716100512217017093e-01,2.000000000000000111e-01,5.501113585746102430e-01,9.710982658959537162e-01,3.277078085642317617e-01,1.819999999999999929e+01
1.413884434830571177e-02,0.000000000000000000e+00,3.049645390070922502e-01,0.000000000000000000e+00,7.348726114649681840e-01,7.398914188477433429e-01,9.815354713313896307e-01,3.717156629777988996e-01,2.000000000000000111e-01,5.501113585746102430e-01,9.710982658959537162e-01,5.730478589420655577e-01,1.359999999999999964e+01
9.646388976171949362e-03,0.000000000000000000e+00,3.049645390070922502e-01,0.000000000000000000e+00,7.348726114649681840e-01,7.718985495502795890e-01,8.950437317784256663e-01,3.878893490543975919e-01,2.000000000000000111e-01,5.501113585746102430e-01,9.710982658959537162e-01,3.919395465994962580e-01,1.960000000000000142e+01
1.392172305302209930e-02,0.000000000000000000e+00,3.049645390070922502e-01,0.000000000000000000e+00,7.348726114649681840e-01,7.862409853334413334e-01,9.193391642371234740e-01,3.852188803645114623e-01,2.000000000000000111e-01,5.501113585746102430e-01,9.710982658959537162e-01,5.151133501259446135e-01,1.519999999999999929e+01
1.117916192978126409e-02,0.000000000000000000e+00,3.049645390070922502e-01,0.000000000000000000e+00,7.348726114649681840e-01,7.595818815331010221e-01,1.000000000000000000e+00,3.941430737547242380e-01,2.000000000000000111e-01,5.501113585746102430e-01,9.710982658959537162e-01,5.443324937027708144e-01,1.450000000000000000e+01
8.502568819134364783e-03,0.000000000000000000e+00,3.049645390070922502e-01,0.000000000000000000e+00,7.348726114649681840e-01,7.685762904140669427e-01,9.426627793974732272e-01,4.171060870089996486e-01,2.000000000000000111e-01,5.501113585746102430e-01,9.710982658959537162e-01,4.541561712846348131e-01,1.559999999999999964e+01
